file,online_backend,offline_backend,update_index,stream_position,component,prefix_position,event_id,activity,event_object_count,component_object_count,component_event_count,merged,wall_seconds,feasible,cost,control_flow_cost,data_cost,object_cost,encode_seconds,solve_seconds,certification_route,experiment,combo,repetition,partial
orders_05_interleaved.jsonocel,symbolic,smt,25,25,5,25,24,ship,3,3,5,False,1.0512915999861434,True,0,0,0,0,0.10149769997224212,0.004245899966917932,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,1,1,1,1,0,place order,3,3,1,False,0.19265440001618117,True,0,0,0,0,0.04473550000693649,0.0013041000347584486,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,2,2,2,2,1,place order,3,3,1,False,0.19980139995459467,True,0,0,0,0,0.04074520000722259,0.0008645000634714961,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,3,3,3,3,2,place order,3,3,1,False,0.18557650002185255,True,0,0,0,0,0.03971010004170239,0.0008122000144794583,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,4,4,4,4,3,place order,3,3,1,False,0.20180240005720407,True,0,0,0,0,0.04056330001913011,0.0008203000761568546,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,5,5,5,5,4,place order,3,3,1,False,0.21787150006275624,True,0,0,0,0,0.06651469995267689,0.0011288000969216228,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,6,6,6,6,5,place order,3,3,1,False,0.19229849998373538,True,0,0,0,0,0.043146700016222894,0.0009979000315070152,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,7,7,7,7,6,place order,3,3,1,False,0.20572050008922815,True,0,0,0,0,0.042762700002640486,0.0008616999257355928,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,8,8,8,8,7,place order,3,3,1,False,0.1896071000955999,True,0,0,0,0,0.03982380009256303,0.0008743000216782093,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,9,9,9,9,8,place order,3,3,1,False,0.2128143000882119,True,0,0,0,0,0.04339340003207326,0.0008402999956160784,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,10,10,10,10,9,place order,3,3,1,False,0.18187099997885525,True,0,0,0,0,0.04016460001002997,0.0007835000287741423,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,11,11,1,11,10,pick item,2,3,2,False,0.0756259000627324,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,12,12,2,12,11,pick item,2,3,2,False,0.042842400027439,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,13,13,3,13,12,pick item,2,3,2,False,0.042844299925491214,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,14,14,4,14,13,pick item,2,3,2,False,0.043041200027801096,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,15,15,5,15,14,pick item,2,3,2,False,0.060254700016230345,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,16,16,6,16,15,pick item,2,3,2,False,0.04168309993110597,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
orders_10_interleaved.jsonocel,symbolic,smt,17,17,7,17,16,pick item,2,3,2,False,0.04299709992483258,True,0,0,0,0,0.0,0.0,direct,component_scale_online,symbolic_smt,1,
